address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
Ohio St UNIT 311,San Diego,CA,92104,NA,795.0,1.0,1.0,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/241523775_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Ohio St UNIT 534,San Diego,CA,92104,NA,1134.0,2.0,2.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/148493036_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Hamilton St APT 6,San Diego,CA,92104,NA,931.0,2.0,2.0,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/239954773_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Wabash Ave,San Diego,CA,92104,NA,1129.0,3.0,2.0,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/242027480_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
32nd St,San Diego,CA,92104,NA,850.0,2.0,1.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/241589319_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Alabama St UNIT 205,San Diego,CA,92104,NA,378.0,1.0,1.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/211009497_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Ohio St APT 208,San Diego,CA,92104,NA,840.0,2.0,2.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/148492945_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Bancroft St,San Diego,CA,92104,NA,1330.0,2.0,2.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/148493113_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Haller St,San Diego,CA,92104,NA,874.0,2.0,1.0,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/241707221_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Haller St,San Diego,CA,92104,NA,1302.0,2.0,2.5,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/241747264_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Bancroft St,San Diego,CA,92104,NA,767.0,1.0,1.0,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/148492975_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Quince St,San Diego,CA,92104,NA,816.0,2.0,1.0,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/241519023_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3319 Spa St,San Diego,CA,92105,469900,1404.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3319-Spa-St-San-Diego-CA-92105/17013150_zpid/
4173 42nd St,San Diego,CA,92105,705000,NA,0,NA,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4173-42nd-St-San-Diego-CA-92105/2092995988_zpid/
2003 Bayview Heights Dr SPC 127,San Diego,CA,92105,115000,1440.0,2.0,2.0,NA,Home For Sale,http://www.zillow.com/homes/for_sale//homedetails/2003-Bayview-Heights-Dr-SPC-127-San-Diego-CA-92105/2094318540_zpid/
4149 Central Ave,San Diego,CA,92105,4200000,9117.0,0,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/4149-Central-Ave-San-Diego-CA-92105/2102656251_zpid/
4353-4355 Laurel St,SAN DIEGO,CA,92105,439000,NA,0,NA,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4353-4355-Laurel-St-San-Diego-CA-92105/17012307_zpid/
3521 Fairmount Ave # 3523,San Diego,CA,92105,NA,1229.0,5.0,2.0,NA,Auction,http://www.zillow.com/homes/for_sale//homedetails/3521-Fairmount-Ave-3523-San-Diego-CA-92105/2093497801_zpid/
4086 42nd St,San Diego,CA,92105,650000,2000.0,0,NA,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4086-42nd-St-San-Diego-CA-92105/17003509_zpid/
46TH Street,San Diego,CA,92105,129000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/46TH-Street-San-Diego-CA-92105/2092537348_zpid/
1463 Bridgeview Dr,San Diego,CA,92105,412000,1817.0,4.0,3.0,NA,Coming Soon,http://www.zillow.com/homes/for_sale//homedetails/1463-Bridgeview-Dr-San-Diego-CA-92105/17078797_zpid/
4114 Polk Ave,San Diego,CA,92105,365000,720.0,2.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4114-Polk-Ave-San-Diego-CA-92105/16977808_zpid/
3631 Lemona Ave APT C,San Diego,CA,92105,300000,1120.0,2.0,2.0,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/3631-Lemona-Ave-APT-C-San-Diego-CA-92105/17005934_zpid/
2003 Bayview Heights Dr SPC 286,San Diego,CA,92105,97000,1272.0,2.0,2.0,NA,Home For Sale,http://www.zillow.com/homes/for_sale//homedetails/2003-Bayview-Heights-Dr-SPC-286-San-Diego-CA-92105/2092598496_zpid/
1669 Pentecost Way APT 3,San Diego,CA,92105,205000,813.0,2.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1669-Pentecost-Way-APT-3-San-Diego-CA-92105/17081200_zpid/
5555 Timothy Dr,San Diego,CA,92105,419900,864.0,2.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5555-Timothy-Dr-San-Diego-CA-92105/17080636_zpid/
4971 Dalehaven Pl,San Diego,CA,92105,529999,1632.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4971-Dalehaven-Pl-San-Diego-CA-92105/17080117_zpid/
2548 Violet St,San Diego,CA,92105,415000,998.0,3.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2548-Violet-St-San-Diego-CA-92105/17077788_zpid/
3711 46th St,San Diego,CA,92105,340000,400.0,1.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3711-46th-St-San-Diego-CA-92105/52518367_zpid/
1623 Pentecost Way APT 10,San Diego,CA,92105,185000,813.0,2.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1623-Pentecost-Way-APT-10-San-Diego-CA-92105/17081078_zpid/
5216 Maple St,San Diego,CA,92105,449000,1278.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5216-Maple-St-San-Diego-CA-92105/17013975_zpid/
2736 Kandace Way,San Diego,CA,92105,450000,1048.0,3.0,2.0,NA,Coming Soon,http://www.zillow.com/homes/for_sale//homedetails/2736-Kandace-Way-San-Diego-CA-92105/17014693_zpid/
4503 University Ave,San Diego,CA,92105,705000,1975.0,0,NA,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4503-University-Ave-San-Diego-CA-92105/2106288502_zpid/
5414 Olive St # B,San Diego,CA,92105,449000,1489.0,4.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/5414-Olive-St-B-San-Diego-CA-92105/17013951_zpid/
3932 Orange Ave,San Diego,CA,92105,339000,826.0,2.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3932-Orange-Ave-San-Diego-CA-92105/16958625_zpid/
4317 Dwight St,San Diego,CA,92105,329900,576.0,3.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4317-Dwight-St-San-Diego-CA-92105/52518581_zpid/
4223 41st St,San Diego,CA,92105,575000,1246.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4223-41st-St-San-Diego-CA-92105/16977738_zpid/
1679 Pentecost Way APT 8,San Diego,CA,92105,179900,813.0,2.0,1.0,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1679-Pentecost-Way-APT-8-San-Diego-CA-92105/17081187_zpid/
4013 Oakcrest Dr # 14,San Diego,CA,92105,230000,600.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/4013-Oakcrest-Dr-14-San-Diego-CA-92105/65397928_zpid/
46TH Street # 17/1&2,San Diego,CA,92105,129000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/46TH-Street-17-1&2-San-Diego-CA-92105/2092658213_zpid/
1683 Pentecost Way APT 3,San Diego,CA,92105,160000,668.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1683-Pentecost-Way-APT-3-San-Diego-CA-92105/52520208_zpid/
3584-3586 Chamoune Ave,SAN DIEGO,CA,92105,399000,NA,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3584-3586-Chamoune-Ave-San-Diego-CA-92105/17010794_zpid/
4157 Menlo Ave,San Diego,CA,92105,1575000,NA,8.0,7.5,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/4157-Menlo-Ave-San-Diego-CA-92105/2092645732_zpid/
3245 52nd St,San Diego,CA,92105,450000,858.0,2.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3245-52nd-St-San-Diego-CA-92105/17012727_zpid/
5524 Fredonia St,San Diego,CA,92105,449000,826.0,2.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5524-Fredonia-St-San-Diego-CA-92105/17080606_zpid/
3870 37th St APT 1,San Diego,CA,92105,330000,828.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/3870-37th-St-APT-1-San-Diego-CA-92105/52517166_zpid/
3588 Chamoune Ave,San Diego,CA,92105,410000,1170.0,0,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3588-Chamoune-Ave-San-Diego-CA-92105/2092661114_zpid/
2648-2650 Highland Ave,SAN DIEGO,CA,92105,387000,NA,0,NA,NA,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/2648-2650-Highland-Ave-San-Diego-CA-92105/17012090_zpid/
3650 Roselawn Ave,San Diego,CA,92105,399000,900.0,2.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3650-Roselawn-Ave-San-Diego-CA-92105/17004643_zpid/
4459 Redwood St,San Diego,CA,92105,327900,1226.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4459-Redwood-St-San-Diego-CA-92105/17011548_zpid/
4216 Posey Pl,San Diego,CA,92105,417000,1681.0,5.0,3.0,NA,Auction,http://www.zillow.com/homes/for_sale//homedetails/4216-Posey-Pl-San-Diego-CA-92105/17080071_zpid/
3605 Ash St APT 2,San Diego,CA,92105,219900,509.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/3605-Ash-St-APT-2-San-Diego-CA-92105/63660250_zpid/
3000 45th St,San Diego,CA,92105,119900,6969.0,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/3000-45th-St-San-Diego-CA-92105/2093234910_zpid/
3093 39th St,San Diego,CA,92105,546000,2228.0,3.0,2.0,NA,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/3093-39th-St-San-Diego-CA-92105/16977111_zpid/
4090 46th St,San Diego,CA,92105,332000,860.0,2.0,1.0,NA,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/4090-46th-St-San-Diego-CA-92105/17003605_zpid/
5204 Maple St,San Diego,CA,92105,523999,1150.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5204-Maple-St-San-Diego-CA-92105/17013977_zpid/
42ND St,SAN DIEGO,CA,92105,117000,3484.0,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/42ND-St-San-Diego-CA-92105/99477819_zpid/
4085 48th St APT 4,San Diego,CA,92105,225000,858.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/4085-48th-St-APT-4-San-Diego-CA-92105/17003682_zpid/
4091 Winona Ave,San Diego,CA,92105,469000,1149.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4091-Winona-Ave-San-Diego-CA-92105/17003748_zpid/
5411 Hanna St,San Diego,CA,92105,399000,1446.0,3.0,2.0,NA,Auction,http://www.zillow.com/homes/for_sale//homedetails/5411-Hanna-St-San-Diego-CA-92105/17080565_zpid/
3512 Euclid Ave,San Diego,CA,92105,434988,1300.0,3.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3512-Euclid-Ave-San-Diego-CA-92105/17010880_zpid/
0 Highland # 2,San Diego,CA,92105,99000,3576.0,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/0-Highland-2-San-Diego-CA-92105/2096636692_zpid/
4041 Oakcrest Dr UNIT 101,San Diego,CA,92105,240000,NA,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/4041-Oakcrest-Dr-UNIT-101-San-Diego-CA-92105/2095957311_zpid/
4085 48th St APT 2,San Diego,CA,92105,169000,558.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/4085-48th-St-APT-2-San-Diego-CA-92105/17003681_zpid/
3521-3523 Fairmount Ave,SAN DIEGO,CA,92105,450000,1085.0,0,NA,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3521-3523-Fairmount-Ave-San-Diego-CA-92105/17010690_zpid/
2875 Menlo Ave,San Diego,CA,92105,335000,882.0,2.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2875-Menlo-Ave-San-Diego-CA-92105/17011805_zpid/
2364 Altadena Ave,San Diego,CA,92105,424990,1050.0,3.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2364-Altadena-Ave-San-Diego-CA-92105/17014442_zpid/
4811 Castle Ave,San Diego,CA,92105,549000,1514.0,4.0,2.0,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/4811-Castle-Ave-San-Diego-CA-92105/17004715_zpid/
3410 Winlow St,San Diego,CA,92105,450000,1044.0,3.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3410-Winlow-St-San-Diego-CA-92105/17012810_zpid/
4025 45th St,San Diego,CA,92105,750000,NA,0,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/4025-45th-St-San-Diego-CA-92105/2093015259_zpid/
4164 Manzanita Dr,San Diego,CA,92105,427000,752.0,2.0,1.0,NA,Make Me Move®,http://www.zillow.com/homes/for_sale//homedetails/4164-Manzanita-Dr-San-Diego-CA-92105/17011648_zpid/
3570 47th St,San Diego,CA,92105,829000,2400.0,8.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3570-47th-St-San-Diego-CA-92105/2131796104_zpid/
Blackton Dr,San Diego,CA,92105,NA,1088.0,2.0,1.0,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/148493353_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Fairmount Ave,San Diego,CA,92105,NA,905.0,2.0,1.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/148493374_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Lantana Dr,San Diego,CA,92105,NA,754.0,2.0,1.0,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/190896082_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Mcgann Dr,San Diego,CA,92105,NA,1320.0,2.0,2.0,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/239954812_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
